Product_Page,Price,Brand,Review Count,Rating,Location,Link
4,28230.0,"[ 0% 10 .]SAMSUNG ODYSSEY MONITOR 34"" LS34DG850SEXXT(OLED UWQHD/175Hz)/ 3 Years Onsite",4,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5347688261.html
4,27990.0,ACER NOTEBOOK SWIFT GO 14 OLED SFG14-73-54C7 # NX.KSGST.001 / Acer 2 ,5,5,เชียงใหม่,https://www.lazada.co.th/products/pdp-i5152325608.html
4,27990.0,"MSI NOTEBOOK THIN 15 B13VE-1608TH | 15.6"" FHD | Intel Core i5-13420H | NVIDIA GeForce RTX 4050 | 16GB (8x2) DDR4 | 512GB NVMe PCIe SSD | Windows® 11 Home () [Pre-Order 7-15]",30,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5093978074.html
4,27990.0,"[] SAMSUNG  Side by Side RS62R5001B4/ST with All-around Cooling, 23.1  (655 L )",57,4,ชลบุรี,https://www.lazada.co.th/products/pdp-i2742797710.html
4,27790.0,[ 0%]LENOVO LOQ 15IAX9E(83LK002NTA)NOTEBOOK INTEL I5-12450HX NVIDIA GEFORCE RTX 3050,1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5513911346.html
4,27500.0," Apple MacBook Air 13  ( M2,  2022) with 8-core CPU and 8-core GPU Ram8GB [iStudio by UFicon]",23,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i3906620572.html
4,27490.0,[+] HP Pavilion x360 14-ek2058TU - 5 120U - Intel® Graphics - 16GB - 512GB - Win11 - MS H - S 21 - 2 Yrs,4,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5426308822.html
4,27439.0,() Electrolux  Inverter  11 .  EWF1141R9WB  2 ,8,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i3376708906.html
4,27290.0,"13-inch MacBook Air: Apple M2 chip with 8-core CPU and 8-core GPU, 16GB, 256GB  Canon PIXMA TS307 Printer 1,490 ",85,5,ฉะเชิงเทรา,https://www.lazada.co.th/products/pdp-i5443435564.html
4,26430.0,[ 0% 10 .]ACER NITRO V 15 ANV15-51-50UV /i5-13420H/ 3 Years,26,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5468165566.html
4,25990.0,( )Electrolux /  EWW9023P5WC  9/6 . (- ),1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5384807222.html
